Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,3.58
15,North Kildonan,Jeff Browaty,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,119.28
8,River Heights - Fort Garry,John Orlikow,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,289.80
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,1.68
2,Mynarski,Ross Eadie,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,0.84
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For March 2018,Postage,0.84
0,Mayor's Office,Brian Bowman,30/04/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Month End Metered Postage For April 2018,Postage,238.23
0,Mayor's Office,Brian Bowman,30/04/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Month End Metered Postage For March 2018,Postage,238.91
0,Mayor's Office,Brian Bowman,30/04/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll Accrual,4010.06
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Corporate Express,CWA,Office Supplies - Credit-Mar 17,Stationery and Office Supplies,-3.74
6,St. Charles,Shawn Dobson,30/04/2018,Corporate Express,CWA,Office Supplies-Mar 08,Stationery and Office Supplies,21.49
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Corporate Express,CWA,Office Supplies-Mar 16,Stationery and Office Supplies,47.67
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Corporate Express,CWA,Office Supplies-Mar 17,Stationery and Office Supplies,29.33
11,St. Vital,Brian Mayes,30/04/2018,Corporate Express,CWA,Office Supplies-Mar 22,Stationery and Office Supplies,11.64
13,Transcona,Russ Wyatt,30/04/2018,Corporate Express,CWA,Office Supplies-Mar 22,Stationery and Office Supplies,6.12
0,Mayor's Office,Brian Bowman,30/04/2018,Corporate Express,Mayor's Expenses,Office Supplies,Stationery and Office Supplies,105.06
3,Point Douglas,Mike Pagtakhan,30/04/2018,Costco Wholesale W,Chairmanship,Costco-33777-Cakes For R-Mar 16,"Luncheons, Receptions & Events",39.98
0,Mayor's Office,Brian Bowman,30/04/2018,Costco Wholesale W,Mayor's Expenses,Other Operating Supplies,Other Operating Supplies,24.72
3,Point Douglas,Mike Pagtakhan,30/04/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Apr 03,Periodicals and Subscriptions,26.49
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Feb 23,Periodicals and Subscriptions,84.67
3,Point Douglas,Mike Pagtakhan,30/04/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Mar 03,Periodicals and Subscriptions,26.44
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Ctc*Constantcontac,CWA,E-Newsletter Service-Mar 25,Periodicals and Subscriptions,86.23
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Dropbox*6jy4716ldk,CWA,Online Storgae Service-Feb 10,Periodicals and Subscriptions,12.95
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Dropbox*Jh64t1rnhj,CWA,Online Storage Service-Mar 10,Periodicals and Subscriptions,13.20
0,Mayor's Office,Brian Bowman,30/04/2018,Dropboxinccadcards,Mayor's Expenses,Subscription,Periodicals and Subscriptions,12.99
2,Mynarski,Ross Eadie,30/04/2018,Duffy Staxi,CWA,Rrbc Fish Dinner Gala-Mar 21,Transportation,10.57
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Facebk Q955meax92,CWA,City Issues-Mar 31,Advertising,25.58
3,Point Douglas,Mike Pagtakhan,30/04/2018,Facebk Wnvacfeex2,CWA,City Issues-Mar 31,Advertising,72.72
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Fnp Parking Ltd.,CWA,International Women'S Da-Mar 08,Parking Meter/Voucher,5.71
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Forks Parkade,CWA,Manitoba Capital Region -Mar 15,Parking Meter/Voucher,5.71
1,Old Kildonan,Devi Sharma,31/05/2018,Shaw Cable,CWA,Apr 21-May 20 Internet ,Internet Access,126.31
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Forks Parkade,CWA,Manitoba Capital Region -Mar 16,Parking Meter/Voucher,7.62
12,St. Boniface,Matt Allard,30/04/2018,Francine Champagne,CWA,Industrial Area Secondary Plan,Non-Professional Services,80.42
0,Mayor's Office,Brian Bowman,30/04/2018,Geckoboard,Mayor's Expenses,Subscription,Periodicals and Subscriptions,64.74
3,Point Douglas,Mike Pagtakhan,30/04/2018,Goodiesbake Shop,Chairmanship,Goodies-154751-Delivery -Mar 14,Freight and Messenger Services,15.00
3,Point Douglas,Mike Pagtakhan,30/04/2018,Goodiesbake Shop,Chairmanship,Goodies-154751-Sandwiche-Mar 14,"Luncheons, Receptions & Events",636.00
11,St. Vital,Brian Mayes,30/04/2018,Grace Cafe,Chairmanship,Lunch For Food Policy Co-Mar 09,Business Meetings,106.09
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Grace Cafe,Chairmanship,Un Safe Cities Planning -Mar 19,Business Meetings,27.20
0,Mayor's Office,Brian Bowman,30/04/2018,Grace Cafe,Mayor's Expenses,Business Meeting,Business Meetings,40.52
0,Mayor's Office,Brian Bowman,30/04/2018,Grace Cafe,Mayor's Expenses,Protocol,Protocol,284.47
0,Mayor's Office,Brian Bowman,30/04/2018,Impark Canada Auto,Mayor's Expenses,Monthly Parking,Parking Space Rental,210.00
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Impark00050125a,CWA,Pinay'S Recognition Lunc-Mar 10,Parking Meter/Voucher,7.14
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Impark00050204a,CWA,City Business-Mar 15,Parking Meter/Voucher,10.48
3,Point Douglas,Mike Pagtakhan,30/04/2018,Ira S Deli,CWA,Seven Oaks House Museum-Mar 20,Business Meetings,103.25
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Jason Schreyer,CWA,Best Buy-Apple Lgt-Usb 2m,Stationery and Office Supplies,43.19
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Jason Schreyer,CWA,Best Buy-Retrak Ub/Nb Charger,Stationery and Office Supplies,64.79
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Jason Schreyer,CWA,Costco-Mfi Cables,Stationery and Office Supplies,25.91
14,Elmwood - East Kildonan,Jason Schreyer,30/04/2018,Jason Schreyer,CWA,Memory Express-Adapter,Stationery and Office Supplies,43.19
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Boston Pizza-Kilcona Dog Park Event,Ward Activities,287.07
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Canadian Tire-Wpa Charity Ball,Contrib-Donations,107.99
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Costco-Concordia Gala 2018,Contrib-Donations,183.59
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Costco-Gnalc Fundraiser,Contrib-Donations,58.29
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Costco-Re Collegiate Dinner,Contrib-Donations,95.97
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Eventbrite-Ibam Dinner,"Luncheons, Receptions & Events",450.00
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Eventbrite-Sadik-Khan Event,"Luncheons, Receptions & Events",27.39
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,King + Bannatyne-City Business,Business Meetings,25.49
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Rogers-Wireless Service-April,Telephone-Cellular,79.92
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Rogers-Wireless Service-March,Telephone-Cellular,60.48
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Shooters-Land Development Discussion,Business Meetings,30.22
15,North Kildonan,Jeff Browaty,30/04/2018,Jeff Browaty,CWA,Wpg Real Estate Forum Conference,Conferences,390.00
0,Mayor's Office,Brian Bowman,30/04/2018,Mailchimp *Monthly,Mayor's Expenses,Subscription,Periodicals and Subscriptions,20.18
0,Mayor's Office,Brian Bowman,30/04/2018,Manitoba Centennial,Mayor's Expenses,Monthly Parking,Parking Space Rental,1090.00
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Millennium Library,CWA,Smart Cities Public Enga-Mar 05,Parking Meter/Voucher,7.62
0,Mayor's Office,Brian Bowman,30/04/2018,Phoenix Recycling Inc,Mayor's Expenses,Shredding,Non-Professional Services,51.84
15,North Kildonan,Jeff Browaty,30/04/2018,Red River Basin Commission,CWA,Red River Basin Fish Dinner Gala,"Luncheons, Receptions & Events",130.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Rogers *761346154,CWA,Wireless I-Phone Februar-Feb 28,Telephone-Cellular,104.76
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,Rogers *761346154,CWA,Wireless I-Phone March-Mar 31,Telephone-Cellular,116.05
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,30/04/2018,Rogers *785407271,CWA,Executive Assistant Mont-Mar 07,Telephone-Cellular,68.07
3,Point Douglas,Mike Pagtakhan,30/04/2018,Rona Home & Garden,CWA,Office Supplies-Mar 10,Stationery and Office Supplies,67.26
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Safeway#4823,CWA,St. Matthews Comm. Assoc-Mar 01,Contrib-Donations,33.95
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,San Vito Coffee Ho,CWA,Assiniboine Downs Discus-Mar 19,Business Meetings,4.62
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,San Vito Coffee Ho,CWA,Ward Business-Mar 28,Parking Meter/Voucher,11.87
0,Mayor's Office,Brian Bowman,30/04/2018,Shaw Cablesystems,Mayor's Expenses,Cable,Television Cable,71.23
4,Daniel McIntyre,Cindy Gilroy,30/04/2018,Staplesstore #58,CWA,Office Supplies-Mar 07,Stationery and Office Supplies,126.69
3,Point Douglas,Mike Pagtakhan,30/04/2018,Staplesstore #58,CWA,Office Supplies-Mar 10,Stationery and Office Supplies,149.50
0,Mayor's Office,Brian Bowman,30/04/2018,Tenderloin Meat & Sausage,Mayor's Expenses,Protocol,Protocol,19.53
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,30/04/2018,The Source #58080,CWA,Cell Phone Charger-Mar 07,Office Equipment,19.50
3,Point Douglas,Mike Pagtakhan,30/04/2018,Warehouse Artworks,CWA,Framed Certificate For S-Mar 16,Ward Activities,278.64
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Westjet8382134792,Chairmanship,Municipal Issues In The -Mar 08,Conferences Involving Travel,313.24
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,30/04/2018,Winnipeg Jewish Review,CWA,Israel'S Independence Day,Advertising,200.00
5,St. James - Brooklands - Weston,Scott Gillingham,30/04/2018,Winnipeg Park 23/0,CWA,State Of The City Lunche-Mar 26,Parking Meter/Voucher,1.90
0,Mayor's Office,Brian Bowman,30/04/2018,Winnipeg Sun,Mayor's Expenses,Subscription,Periodicals and Subscriptions,266.07
0,Mayor's Office,Brian Bowman,01/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,May 2018 Municipal Accommodation Charges,Tsf to Civic Accommodations,6368.58
0,Mayor's Office,Brian Bowman,01/05/2018,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,1291.31
0,Mayor's Office,Brian Bowman,01/05/2018,MTS Mobility,Mayor's Expenses,MTS Account,Telephone-Cellular,1075.96
0,Mayor's Office,Brian Bowman,01/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Monthly Permit,Parking Meter/Voucher,350.00
0,Mayor's Office,Brian Bowman,01/05/2018,Xerox,Mayor's Expenses,Printing and Photocopying,"Printing,Binding,Photocopying",317.87
0,Mayor's Office,Brian Bowman,01/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Records Centre Storage And Service Charges,Allocated Departmental Costs,302.60
0,Mayor's Office,Brian Bowman,01/05/2018,Flexity,Mayor's Expenses,Telephone,Telephone,220.98
0,Mayor's Office,Brian Bowman,01/05/2018,MTS Communications,Mayor's Expenses,MTS Account,Telephone,88.06
0,Mayor's Office,Brian Bowman,01/05/2018,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Parking Meter/Voucher,71.45
0,Mayor's Office,Brian Bowman,02/05/2018,Inland Audio Visual Limited,Mayor's Expenses,Switcher Repair,Non-Professional Services,189.00
0,Mayor's Office,Brian Bowman,03/05/2018,Rbc Convention Centre Winnipeg,Mayor's Expenses,State Of The City Address,Protocol,118.26
0,Mayor's Office,Brian Bowman,03/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Postage - Standard Parcel Mail,Postage,5.97
0,Mayor's Office,Brian Bowman,04/05/2018,Quantum Graphics And Consulting,Mayor's Expenses,Printed Material,"Printing,Binding,Photocopying",2987.28
0,Mayor's Office,Brian Bowman,04/05/2018,Grace Cafe,Mayor's Expenses,"Mayor's Advisory Committee for Heritage, Culture and Arts",Promotional,20.68
0,Mayor's Office,Brian Bowman,09/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,May 2018 Printing Charges,Freight and Messenger Services,192.40
0,Mayor's Office,Brian Bowman,09/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,May 2018 Printing Charges,Stationery and Office Supplies,36.00
0,Mayor's Office,Brian Bowman,09/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,May 2018 Printing Charges,Protocol,35.63
0,Mayor's Office,Brian Bowman,10/05/2018,Talbot Marketing,Mayor's Expenses,Certificate,Protocol,1263.60
0,Mayor's Office,Brian Bowman,11/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Sundry Deposit.,Business Meetings,-59.23
0,Mayor's Office,Brian Bowman,12/05/2018,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,35759.13
0,Mayor's Office,Brian Bowman,14/05/2018,The Winnipeg Foundation,Mayor's Expenses,Mayor's Scholarship,Civic Initiatives,10000.00
0,Mayor's Office,Brian Bowman,16/05/2018,Bergmann's On Lombard,Mayor's Expenses,Protocol,Protocol,2486.14
0,Mayor's Office,Brian Bowman,16/05/2018,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Protocol,103.61
0,Mayor's Office,Brian Bowman,16/05/2018,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Parking Meter/Voucher,79.51
0,Mayor's Office,Brian Bowman,16/05/2018,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Business Meetings,10.40
0,Mayor's Office,Brian Bowman,17/05/2018,Economic Development Winnipeg Inc,Mayor's Expenses,Support for Economic Development Winnipeg's leadership role organizing street parties for the Winnipeg Jets’ post-season,Civic Initiatives,120000.00
0,Mayor's Office,Brian Bowman,23/05/2018,The Metropolitan Entertainment Centre,Mayor's Expenses,Protocol,Protocol,4158.82
0,Mayor's Office,Brian Bowman,23/05/2018,Lance Thomson Photographic,Mayor's Expenses,Protocol,Protocol,364.50
0,Mayor's Office,Brian Bowman,24/05/2018,Bel-Ayre Rentals Ltd,Mayor's Expenses,Protocol,Protocol,409.80
0,Mayor's Office,Brian Bowman,25/05/2018,Bel-Ayre Rentals Ltd,Mayor's Expenses,Protocol,Protocol,291.53
0,Mayor's Office,Brian Bowman,25/05/2018,Contempra Signs Ltd,Mayor's Expenses,Signage,Protocol,210.60
0,Mayor's Office,Brian Bowman,26/05/2018,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,38502.00
0,Mayor's Office,Brian Bowman,29/05/2018,Art Metz Contract Interiors,Mayor's Expenses,Office Furniture,Protocol,2015.00
0,Mayor's Office,Brian Bowman,29/05/2018,Karly Tardiff,Mayor's Expenses,Protocol,Protocol,660.00
0,Mayor's Office,Brian Bowman,31/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll Accrual,14785.48
0,Mayor's Office,Brian Bowman,31/05/2018,Ijl Winnipeg,Mayor's Expenses,Protocol,Protocol,1909.43
0,Mayor's Office,Brian Bowman,31/05/2018,Infonex ,Mayor's Expenses,Travel,Travel-City Business,1199.00
0,Mayor's Office,Brian Bowman,31/05/2018,Winnipeg Chamber of Commerce,Mayor's Expenses,State Of The City Address,Protocol,1100.00
0,Mayor's Office,Brian Bowman,31/05/2018,Hampton Inn & Suites,Mayor's Expenses,Travel,Travel-City Business,507.60
0,Mayor's Office,Brian Bowman,31/05/2018,Westjet,Mayor's Expenses,Travel,Travel-City Business,487.12
11,St. Vital,Brian Mayes,30/05/2018,Brian Mayes,CWA,Library Parkade-Biz Lunch,Parking Meter/Voucher,7.62
0,Mayor's Office,Brian Bowman,31/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Records Centre Storage And Service Charges,Allocated Departmental Costs,312.69
0,Mayor's Office,Brian Bowman,31/05/2018,Air Canada,Mayor's Expenses,Travel,Travel-City Business,246.12
0,Mayor's Office,Brian Bowman,31/05/2018,Petals By S & A Inc,Mayor's Expenses,Protocol,Protocol,215.00
0,Mayor's Office,Brian Bowman,31/05/2018,Buffer - Social Media,Mayor's Expenses,Subscription,Periodicals and Subscriptions,191.02
0,Mayor's Office,Brian Bowman,31/05/2018,City of Winnipeg - Journal Entry,Mayor's Expenses,Month End Metered Postage For April 2018,Postage,117.52
0,Mayor's Office,Brian Bowman,31/05/2018,Red River College,Mayor's Expenses,"Mayor's Advisory Committee for Heritage, Culture and Arts",Promotional,91.37
0,Mayor's Office,Brian Bowman,31/05/2018,Continental Travel,Mayor's Expenses,Travel,Travel-City Business,38.00
0,Mayor's Office,Brian Bowman,31/05/2018,Air Canada,Mayor's Expenses,Travel,Travel-City Business,30.00
0,Mayor's Office,Brian Bowman,31/05/2018,Rbc Convention Centre Winnipeg,Mayor's Expenses,Parking,Protocol,14.29
0,Mayor's Office,Brian Bowman,31/05/2018,Rbc Convention Centre Winnipeg,Mayor's Expenses,Parking,Protocol,14.29
11,St. Vital,Brian Mayes,01/05/2018,6p Marketing,CWA,Web Maintenance,Website/Domain Licenses,500.00
11,St. Vital,Brian Mayes,01/05/2018,MTS Mobility,CWA,MTS Account,Telephone-Cellular,430.74
11,St. Vital,Brian Mayes,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",49.82
11,St. Vital,Brian Mayes,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
11,St. Vital,Brian Mayes,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,81.01
11,St. Vital,Brian Mayes,03/05/2018,Nepali Cultural Society Of Manitoba,CWA,Annual Newsletter,Advertising,50.00
11,St. Vital,Brian Mayes,04/05/2018,Brian Mayes,CWA,Bay Parkade-State Of The City,Parking Meter/Voucher,10.48
11,St. Vital,Brian Mayes,04/05/2018,Brian Mayes,CWA,Wpa-Reach For The Top Event,Parking Meter/Voucher,1.90
11,St. Vital,Brian Mayes,04/05/2018,Brian Mayes,CWA,Wpa-Day Of Mourning Event,Parking Meter/Voucher,1.00
11,St. Vital,Brian Mayes,07/05/2018,Benchmark Advertising Ltd,CWA,Rental-Benches-May 1-31/18,Advertising,320.00
11,St. Vital,Brian Mayes,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2041.93
11,St. Vital,Brian Mayes,16/05/2018,City of Winnipeg - Journal Entry,CWA,Postage - Neighborhood Mailing - Councillor Mayes,Postage,114.15
11,St. Vital,Brian Mayes,18/05/2018,City of Winnipeg - Journal Entry,CWA,"Kiosk Invoice # 118021, Donation Prize To The St. Vital Agricultural Society Annual Gardener'S Evening.",Contrib-Donations,70.00
11,St. Vital,Brian Mayes,23/05/2018,Brian Mayes,CWA,Pakistani Business Association,"Luncheons, Receptions & Events",90.00
11,St. Vital,Brian Mayes,23/05/2018,Brian Mayes,CWA,John Howard Society Event,"Luncheons, Receptions & Events",80.94
11,St. Vital,Brian Mayes,23/05/2018,United Way Of Winnipeg,CWA,Community Luncheon June 15/17,"Luncheons, Receptions & Events",35.00
11,St. Vital,Brian Mayes,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2041.93
11,St. Vital,Brian Mayes,30/05/2018,Brian Mayes,CWA,Travelodge- Niakwa Rd Seniors,Ward Activities,148.85
11,St. Vital,Brian Mayes,30/05/2018,St Vital Historical Society Inc,CWA,St Vital Historian-June Editio,Advertising,75.00
11,St. Vital,Brian Mayes,30/05/2018,Brian Mayes,CWA,Travelodge-Niakwa Rd Seniors,Ward Activities,36.72
11,St. Vital,Brian Mayes,31/05/2018,Grace Cafe,Chairmanship,Food Policy Council-Apr 16,Business Meetings,42.10
4,Daniel McIntyre,Cindy Gilroy,01/05/2018,Xerox,CWA,Printing and Photocopying,"Printing,Binding,Photocopying",15.69
4,Daniel McIntyre,Cindy Gilroy,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,204.39
4,Daniel McIntyre,Cindy Gilroy,07/05/2018,Manitoba Filipino Street Festival Inc,CWA,1st Fil Amateur Arm Wrestling,Contrib-Sponsorships-Cash,200.00
15,North Kildonan,Jeff Browaty,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
4,Daniel McIntyre,Cindy Gilroy,10/05/2018,Niigaanaki Day Care Centre,CWA,Sweets & Satchels-Sponsorship,Contrib-Sponsorships-Cash,100.00
4,Daniel McIntyre,Cindy Gilroy,10/05/2018,Niigaanaki Day Care Centre,CWA,Sweets & Satchels-Sponsorship,"Luncheons, Receptions & Events",10.00
4,Daniel McIntyre,Cindy Gilroy,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2270.58
4,Daniel McIntyre,Cindy Gilroy,16/05/2018,Cassandra Regier,CWA,Website Devt/Mtnce & Staff Trg,Website/Domain Licenses,1000.00
4,Daniel McIntyre,Cindy Gilroy,16/05/2018,The Leaf Inc,CWA,May Issue 2018,Advertising,52.00
4,Daniel McIntyre,Cindy Gilroy,17/05/2018,James S Thompson,CWA,Writing/Editing & Gen Comm,Non-Professional Services,571.43
4,Daniel McIntyre,Cindy Gilroy,24/05/2018,Philippine Heritage Council Of Manitoba,CWA,Philippine Independence Ball,Advertising,100.00
4,Daniel McIntyre,Cindy Gilroy,24/05/2018,Philippine Heritage Council Of Manitoba,CWA,Philippine Independence Ball,"Luncheons, Receptions & Events",80.00
4,Daniel McIntyre,Cindy Gilroy,25/05/2018,Philippine Canadian Centre Of Manitoba,CWA,Pccm Souvenir Program,Advertising,50.00
4,Daniel McIntyre,Cindy Gilroy,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,2271.56
4,Daniel McIntyre,Cindy Gilroy,31/05/2018,City of Winnipeg - Journal Entry,CWA,Postage - Neighbourhood Mailing - Councillor Gilroy Newsletter,Postage,1836.88
4,Daniel McIntyre,Cindy Gilroy,31/05/2018,Wix.Com*232519853,CWA,Website Maintenance-Apr 28,Website/Domain Licenses,111.06
4,Daniel McIntyre,Cindy Gilroy,31/05/2018,Staplesstore #58,CWA,Folding Easel And Dry Er-May 03,Office Equipment,62.16
4,Daniel McIntyre,Cindy Gilroy,31/05/2018,Fnp Parking Ltd,CWA,Community Meeting-Apr 30,Parking Meter/Voucher,6.67
4,Daniel McIntyre,Cindy Gilroy,31/05/2018,City of Winnipeg - Journal Entry,CWA,Month End Metered Postage For April 2018,Postage,5.37
1,Old Kildonan,Devi Sharma,01/05/2018,MTS Communications,CWA,MTS Account,Telephone,246.29
1,Old Kildonan,Devi Sharma,01/05/2018,MTS Mobility,CWA,MTS Account - I-phone,Telephone-Cellular,146.34
1,Old Kildonan,Devi Sharma,01/05/2018,The Winnipeg Sun,CWA,6 Month Subscription,Periodicals and Subscriptions,97.14
1,Old Kildonan,Devi Sharma,02/05/2018,Manulife Financial,CWA,Executive Assistants Coverage,Casual Services,198.41
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,CWA,In Lieu Of Work Done By The Executive Assistant For The Governance Chairmanship.,Casual Services,-1550.00
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,CWA,In Lieu Of Work Done By The Executive Assistant For The Speaker Chairmanship.,Casual Services,-2050.00
1,Old Kildonan,Devi Sharma,09/05/2018,Marianna Pozdirca,CWA,Constituent Communications-Administrative Support,Casual Services,1575.00
1,Old Kildonan,Devi Sharma,09/05/2018,Rene'S Courier,CWA,Councillors Office-Courier service,Freight and Messenger Services,4.50
1,Old Kildonan,Devi Sharma,12/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1666.82
12,St. Boniface,Matt Allard,31/05/2018,Mathieu Allard,CWA,Facebook-Feb 28-March 30,Advertising,78.31
2,Mynarski,Ross Eadie,01/05/2018,Flexity,CWA,Telephone,Telephone,25.75
1,Old Kildonan,Devi Sharma,24/05/2018,City of Winnipeg - Journal Entry,CWA,"Postage - Neighborhood Mailing For Councillor Devi Sharma - Amber Trails, Community Fun Day",Postage,322.13
1,Old Kildonan,Devi Sharma,26/05/2018,Councillor's Executive Assistant,CWA,Executive Assistant Salary & Benefits,Casual Services,1666.81
1,Old Kildonan,Devi Sharma,31/05/2018,Powerland Computers Ltd,CWA,Laserjet Toner Cartridges,Stationery and Office Supplies,172.80
1,Old Kildonan,Devi Sharma,31/05/2018,Shaw Cable,CWA,May 21-June 20 Internet ,Internet Access,129.80
1,Old Kildonan,Devi Sharma,31/05/2018,Staplesstore #94,CWA,Office Supplies-Feb 12,Stationery and Office Supplies,51.99
1,Old Kildonan,Devi Sharma,31/05/2018,Staplesstore #94,CWA,Office Supplies-Feb 16,Stationery and Office Supplies,18.63
1,Old Kildonan,Devi Sharma,31/05/2018,Sugar Blooms And C,CWA,Community Office Open House,Ward Activities,15.00
1,Old Kildonan,Devi Sharma,31/05/2018,Tall Grass Prairie,CWA,Seven Oaks Settlement Event,"Luncheons, Receptions & Events",11.45
1,Old Kildonan,Devi Sharma,31/05/2018,Shoppersdrugmart05,CWA,Office Supplies-Feb 16,Stationery and Office Supplies,9.70
1,Old Kildonan,Devi Sharma,31/05/2018,Forks Parkade,CWA,Seven Oaks Settlement Event,Parking Meter/Voucher,7.62
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Speaker Chairmanship.,Casual Services,1605.00
1,Old Kildonan,Devi Sharma,08/05/2018,City of Winnipeg - Journal Entry,Chairmanship,In Lieu Of Work Done By The Executive Assistant For The Governance Chairmanship.,Casual Services,1501.00
1,Old Kildonan,Devi Sharma,31/05/2018,Pastrami & Things,Chairmanship,Governance Planning Session - May,Business Meetings,137.94
1,Old Kildonan,Devi Sharma,31/05/2018,Pastrami & Things,Chairmanship,Governance Planning Session - April,Business Meetings,124.17
